,career,zip_code,term,interest_rate,issue_time,record_time,history_time,total_accounts,balance_accounts,balance,level,installment,a_time_diff,b_time_diff,issue_time_yearmonth,issue_time_month,issue_time_day,issue_time_weekday,record_time_yearmonth,record_time_month,record_time_day,record_time_weekday,history_time_yearmonth,history_time_month,history_time_day,history_time_weekday,loan_to_limit_ratio,loan_to_installment_ratio,balance_utilization,balance_accounts_ratio,income_loan_ratio,income_installment_ratio,income_ratio,risk_ratio,total_debt,loan_rate_combo,limit_rate_combo,loan_interest_rate_product,loan_interest_rate_ratio,loan_installment_diff,loan_installment_ratio,loan_term_product,loan_balance_product,loan_balance_diff,loan_balance_ratio,loan_balance_limit_diff,interest_rate_installment_product,interest_rate_installment_ratio,interest_rate_term_product,interest_rate_term_diff,interest_rate_term_ratio,interest_rate_balance_product,interest_rate_balance_ratio,interest_rate_balance_limit_product,interest_rate_balance_limit_ratio,installment_term_product,installment_term_ratio,installment_balance_product,installment_balance_diff,installment_balance_ratio,installment_balance_limit_product,installment_balance_limit_diff,installment_balance_limit_ratio,term_balance_product,term_balance_ratio,term_balance_limit_ratio,balance_balance_limit_diff,title_loan_mean,title_loan_deviation,title_interest_rate_mean,title_interest_rate_deviation,title_interest_rate_deviation_std,title_installment_deviation,title_installment_deviation_std,title_term_deviation,title_balance_deviation,title_balance_deviation_std,title_balance_limit_deviation,title_balance_limit_deviation_std,career_loan_mean,career_loan_deviation,career_loan_deviation_std,career_interest_rate_mean,career_interest_rate_deviation,career_interest_rate_deviation_std,career_installment_deviation,career_installment_deviation_std,career_term_deviation,career_balance_deviation,career_balance_deviation_std,career_balance_limit_deviation,career_balance_limit_deviation_std,zip_province_loan_mean,zip_province_loan_deviation,zip_province_interest_rate_mean,zip_province_interest_rate_deviation,zip_province_interest_rate_deviation_std,zip_province_installment_mean,zip_province_installment_deviation,zip_province_installment_deviation_std,zip_province_term_mean,zip_province_term_deviation,zip_province_term_deviation_std,zip_province_balance_mean,zip_province_balance_deviation,zip_province_balance_deviation_std,zip_province_balance_limit_mean,zip_province_balance_limit_deviation,zip_province_balance_limit_deviation_std,risk_score,zip_province,amount_sum,amount_mean,amount_std,amount_count,amount_min,amount_max,direction_sum,direction_mean,income_outcome_ratio,residence_0,residence_1
42137,10.0,602009,12,25.0,1164067200,1115251200,1046908800,2.0,1.0,740.37,A0,760.3536261112762,48816000,117158400,200611,11,21,1,200505,5,5,3,200303,3,6,3,9.248554913294798,10.507600838339942,0.8559190751445087,0.5,0.015451818522684664,0.16238183645549586,0.9724390540852178,0.0375,2400000.0,"(999.999, 9000.0]_(17.5, 31.3]","(101.999, 2788.0]_(17.5, 31.3]",200000.0,307.6923076923077,7239.646373888724,10.507600838339942,96000,5922960.0,7259.63,10.790833187207467,7136.0,19008.840652781906,0.032836252619812316,300.0,13.0,1.9230769230769231,18509.25,0.033721353710023334,21600.0,0.028901734104046242,9124.243513335314,58.488740470098165,562943.0141640055,19.98362611127618,1.0256061428318872,656945.5329601426,-103.64637388872382,0.8790215330766199,8884.44,0.0161862497808112,0.013872832369942197,-123.63,9112.063525452251,-1112.0635254522513,17.910961821623893,7.089038178376107,0.3957932716833507,-75.03311656803442,-0.08981841910416602,0.0,-968.5007488430796,-0.5667489770649787,-1765.4944783340343,-0.6714197321504157,12135.82902683519,-4135.82902683519,-0.34079493190699156,15.252801818068614,9.747198181931386,0.6390431278261783,109.67940836202695,0.16856270829574221,-14.899694913143641,-7992.000831206026,-0.9152154650425276,-17547.915440259418,-0.9530738666053842,9131.360533664289,-1131.3605336642886,17.980154359292584,7.019845640707416,0.3904218785018043,837.4353596003907,-77.08173348911453,-0.09204499500223702,12.0,0.0,0.0,1701.6239516754576,-961.2539516754576,-0.5649038677017828,2623.479793670493,-1759.479793670493,-0.6706664171439326,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
39961,1.0,311662,36,14.8,1049328766,1070065846,632449948,18.0,10.0,10051.0,B1,381.9705191511034,-20737080,416878818,200304,4,3,3,200311,11,29,5,199001,1,16,1,0.806510473688052,28.853395881472938,0.7335960878767973,0.5555555555555556,0.33019636232015204,9.528148558506311,26.244840000423935,0.048217194570135756,5887440.0,"(11000.0, 33050.0]_(11.45, 17.5]","(2788.0, 16400.0]_(11.45, 17.5]",163540.0,699.367088607595,10668.029480848896,28.853395881472938,397800,111063550.0,999.0,1.099283724631914,-2650.0,5653.163683436331,0.03864527231183706,532.8000000000001,-21.2,0.4,148754.80000000002,0.0014723438121766812,202760.0,0.0010802131231296987,13750.938689439723,10.323527544624417,3839185.6879877406,-9669.029480848896,0.03799945475040822,5232996.112370117,-13318.029480848896,0.027879024826735523,361836.0,0.003581376840429765,0.0026275454346398074,-3649.0,13886.444585784704,-2836.444585784704,13.221839720146287,1.578160279853714,0.1193601127571567,-41.72475061607463,-0.09847820731867626,-5.689934806805532,-4038.5155032596595,-0.2866326739429283,-18090.30710172745,-0.5690510331919518,11116.625039025914,-66.6250390259138,-0.005993279326416119,15.393974399000937,-0.5939743990009365,-0.038584863376119764,-244.12563302070896,-0.3899171591677765,9.958164221042772,2856.8083827661567,0.3970992899219712,-1205.8474046278916,-0.08089760829387709,13298.532863849765,-2248.532863849765,12.68855633802817,2.1114436619718315,0.16640535027958545,407.07614330225897,-25.105624151155553,-0.06167304216723485,41.070422535211264,-5.070422535211264,-0.12345679012345673,12937.718896713615,-2886.7188967136153,-0.2231242555012451,28714.537963507944,-15014.537963507944,-0.5228897634567293,8,31,74888.77,1025.8735616438357,2327.6093724620655,73.0,5.81,9371.67,67.0,0.9178082191780822,1.3498283564052567,0,1
42583,0.0,602410,12,12.5,1183939200,1121212800,1056758400,1.0,1.0,691.87,B2,623.5800389741979,62726400,127180800,200707,7,9,0,200507,7,13,2,200306,6,28,5,5.23168908819133,11.207530761784684,0.5170926756352765,1.0,0.09214826453363806,1.0329020457643077,1.107736329736567,0.02142857142857143,1050000.0,"(999.999, 9000.0]_(11.45, 17.5]","(101.999, 2788.0]_(11.45, 17.5]",87500.0,518.5185185185185,6376.419961025802,11.207530761784684,84000,4843090.0,6308.13,10.10290530691183,5663.0,7794.750487177474,0.020013447788901222,150.0,0.5,0.9615384615384616,8648.375,0.018040902333771126,16712.5,0.009342301943198805,7482.960467690375,47.96769530570753,431436.32156507834,-68.28996102580209,0.8999957264338158,833726.5121085026,-713.4199610258021,0.4660538407878908,8302.44,0.01731926624042028,0.008968609865470852,-645.13,9112.063525452251,-2112.0635254522513,17.910961821623893,-5.410961821623893,-0.30210336415832467,-211.80670370511268,-0.25354329065097614,0.0,-1017.0007488430796,-0.5951302926400946,-1292.4944783340343,-0.49153724755220574,11629.972183588317,-4629.972183588317,-0.3981069009023015,15.004061196105702,-2.5040611961057024,-0.166892227602726,16.109005808236702,0.026518146427956045,-15.888734353268429,-7222.726954102921,-0.9125830406763373,-15078.314349525404,-0.9185516663566875,9131.360533664289,-2131.3605336642886,17.980154359292584,-5.480154359292584,-0.30478906074909784,837.4353596003907,-213.8553206261928,-0.2553693466302172,12.0,0.0,0.0,1701.6239516754576,-1009.7539516754576,-0.5934060523074037,2623.479793670493,-1286.479793670493,-0.4903715274553679,9,60,6416.029347218224,1069.3382245363707,652.3672844901254,6.0,304.7742035257256,1640.224631336861,3.0,0.5,1.382833477861716,0,1
3077,2.0,603008,12,7.0,1153353600,1161734400,1008806400,1.0,1.0,894.67,A4,778.7407148832403,-8380800,144547200,200607,7,20,3,200610,10,25,2,200112,12,20,3,6.987577639751553,11.542298392546648,0.6946195652173913,1.0,0.043587379180091104,0.5031544364830919,1.147394233651079,0.009333333333333334,756000.0,"(999.999, 9000.0]_(5.249, 11.45]","(101.999, 2788.0]_(5.249, 11.45]",63000.0,1125.0,8221.25928511676,11.542298392546648,108000,8052030.0,8105.33,10.048343698013777,7713.0,5451.185004182682,0.00897734319420295,84.0,-5.0,0.5384615384615384,6262.69,0.007815378431788493,9009.0,0.005434782608695652,9344.888578598884,59.90313191409541,696715.9553845886,-115.92928511675962,0.8694504838648613,1002239.3000547303,-508.25928511675966,0.6046123562758077,10736.039999999999,0.013397791597351704,0.009316770186335404,-392.33000000000004,9112.063525452251,-112.06352545225127,17.910961821623893,-10.910961821623893,-0.6091778839286618,-56.64602779607026,-0.0678081478937422,0.0,-814.2007488430796,-0.4764554308125999,-1342.4944783340343,-0.5105523093490567,11673.722531109346,-2673.722531109346,-0.22903769761394732,14.786364839819962,-7.786364839819962,-0.5265908777559128,179.62499280305747,0.2998168570495589,-16.36219221604448,-7083.87598623246,-0.887865533200684,-15838.623107569721,-0.9248494497446267,9131.360533664289,-131.3605336642886,17.980154359292584,-10.980154359292584,-0.6106818740194948,837.4353596003907,-58.69464471715037,-0.07008856748675911,12.0,0.0,0.0,1701.6239516754576,-806.9539516754577,-0.47422578348225086,2623.479793670493,-1336.479793670493,-0.5094301838706495,5,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
3402,0.0,601900,12,18.15,1182124800,1158624000,1064016000,10.0,4.0,1786.44,A3,734.0111603583404,23500800,118108800,200706,6,18,0,200609,9,19,1,200309,9,20,5,2.9618659755646055,10.884188474226372,0.6613994816734543,0.4,0.11418072740907385,1.2429199028142806,2.43049370723712,0.027225,1742400.0,"(999.999, 9000.0]_(17.5, 31.3]","(101.999, 2788.0]_(17.5, 31.3]",145200.0,417.75456919060053,7265.98883964166,10.884188474226372,96000,14291520.0,6213.5599999999995,4.475674707962225,5300.0,13322.302560503877,0.02469350260090108,217.79999999999998,6.149999999999999,1.396153846153846,32423.886,0.010154186993689298,49004.99999999999,0.006719733432062199,8808.133924300084,56.46239695064157,1311266.8973105536,-1052.4288396416596,0.4106493982222286,1981830.1329675189,-1965.9888396416595,0.271755335193758,21437.28,0.006713512061943338,0.004442798963346909,-913.56,9112.063525452251,-1112.0635254522513,17.910961821623893,0.23903817837610575,0.01334591524211252,-101.37558232097024,-0.12135167718347002,0.0,77.56925115692047,0.04539211125793775,70.50552166596572,0.026813337029951024,11629.972183588317,-3629.9721835883174,-0.31212217245977314,15.004061196105702,3.145938803894296,0.20967248552084172,126.54012719237915,0.2083064381405794,-15.888734353268429,-6128.15695410292,-0.7742854108226053,-13715.314349525404,-0.8355194458960781,9131.360533664289,-1131.3605336642886,17.980154359292584,0.1698456407074147,0.009446283792309842,837.4353596003907,-103.42419924205035,-0.12350111331745359,12.0,0.0,0.0,1701.6239516754576,84.81604832454241,0.04984417869825504,2623.479793670493,76.52020632950689,0.029167446425210686,4,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
38043,4.0,602801,12,13.0,1185753600,1113350400,1071878400,4.0,2.0,784.12,A3,714.5382056939965,72403200,113875200,200707,7,30,0,200504,4,13,2,200312,12,20,5,5.7430007178750895,11.18039531130395,0.5629002153625269,0.5,0.07597550306211724,0.8495423377294307,1.0958464464374567,0.0195,1248000.0,"(999.999, 9000.0]_(11.45, 17.5]","(101.999, 2788.0]_(11.45, 17.5]",104000.0,571.4285714285714,7285.461794306004,11.18039531130395,96000,6272960.0,7215.88,10.189525168127165,6608.0,9288.996674021953,0.01816814238086892,156.0,1.0,1.0,10193.56,0.016557978398206642,18096.0,0.00933237616654702,8574.458468327957,54.96447736107665,560283.6978487765,-69.58179430600353,0.9101006288134253,994637.1823260431,-677.4617943060035,0.512949178531225,9409.44,0.015284287752190748,0.008614501076812634,-607.88,9112.063525452251,-1112.0635254522513,17.910961821623893,-4.910961821623893,-0.27418749872465764,-120.84853698531413,-0.14466178454989634,0.0,-924.7507488430796,-0.541147274870931,-1237.4944783340343,-0.4706206795756697,11274.377560668137,-3274.3775606681374,-0.290426459735671,15.446722344784115,-2.4467223447841153,-0.15839750920429396,74.06611739859045,0.11564300576425558,-13.607311692404664,-6225.551178695241,-0.8881374061620457,-15315.737891737892,-0.9166853101826337,9131.360533664289,-1131.3605336642886,17.980154359292584,-4.980154359292584,-0.27698062317906175,837.4353596003907,-122.89715390639424,-0.1467541972016068,12.0,0.0,0.0,1701.6239516754576,-917.5039516754576,-0.5391931341657846,2623.479793670493,-1231.479793670493,-0.46940700539855806,4,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
12480,10.0,602109,12,8.5,1150934400,1144972800,1058227200,23.0,9.0,5631.74,C1,959.4176070610205,5961600,92707200,200606,6,22,3,200604,4,14,4,200307,7,15,1,1.663641863278887,11.453351041388302,0.8517453115547489,0.391304347826087,0.0890155440414508,1.0196189582536284,5.863845017620741,0.009272727272727273,1122000.0,"(9000.0, 11000.0]_(5.249, 11.45]","(2788.0, 16400.0]_(5.249, 11.45]",93500.0,1157.8947368421052,10040.582392938979,11.453351041388302,132000,61949140.0,5368.26,1.9528684086252872,4389.0,8155.049660018674,0.008850316713800052,102.0,-3.5,0.6538461538461539,47869.79,0.0015090346793922675,56193.5,0.0012855414398064125,11513.011284732245,73.80135438930927,5403190.514389832,-4672.32239293898,0.1703287577734851,6342709.800280406,-5651.58239293898,0.1451024814066879,67580.88,0.002130401900318495,0.0018148820326678765,-979.2600000000002,9112.063525452251,1887.9364745477487,17.910961821623893,-9.410961821623893,-0.5254302876276608,124.03086438170988,0.14847119070133846,0.0,3922.86925115692,2.2955915500412987,3981.5055216659657,1.5141714707796319,12135.82902683519,-1135.8290268351902,-0.09359303137211339,15.252801818068614,-6.752801818068614,-0.44272533653909935,308.74338931177124,0.47449765318771536,-14.899694913143641,-3100.6308312060264,-0.3550731973183735,-11800.915440259418,-0.6409390418150404,9131.360533664289,1868.6394663357114,17.980154359292584,-9.480154359292584,-0.5272565613093866,837.4353596003907,121.98224746062976,0.14566168727200332,12.0,0.0,0.0,1701.6239516754576,3930.116048324542,2.309626662491945,2623.479793670493,3987.520206329507,1.5199355512285437,14,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
22312,5.0,601201,12,9.9,1153440000,1106870400,1022976000,2.0,1.0,854.13,A4,790.8244642289656,46569600,130464000,200607,7,21,4,200501,1,28,4,200206,6,2,6,8.057296329453894,11.36615551372702,0.7646642793196061,0.5,0.029093434062881902,0.3307172382644105,1.0786860454377398,0.013200000000000002,1069200.0,"(999.999, 9000.0]_(5.249, 11.45]","(101.999, 2788.0]_(5.249, 11.45]",89100.0,825.6880733944954,8209.175535771035,11.36615551372702,108000,7687170.0,8145.87,10.524715540327202,7884.0,7829.162195866759,0.012502771065099722,118.80000000000001,-2.0999999999999996,0.7615384615384616,8455.887,0.011577187094359922,11048.4,0.008863025962399284,9489.893570747587,60.83265109453581,675466.8996318864,-63.30553577103444,0.9248002809268363,882560.1020795256,-325.17553577103445,0.7079896725415985,10249.56,0.014032954053769602,0.010743061772605193,-261.87,9112.063525452251,-112.06352545225127,17.910961821623893,-8.010961821623892,-0.4472658644133931,-44.56227845034505,-0.0533432914046754,0.0,-854.7407488430796,-0.5001786995428101,-1513.4944783340343,-0.5755838206942869,11480.70953436807,-2480.7095343680703,-0.2160763258526787,15.355812480202726,-5.4558124802027255,-0.3552929867590242,151.18954072510724,0.2363684895391664,-14.284447260057018,-6621.062210959772,-0.8857380551703118,-15210.563532401526,-0.9316451378279821,9131.360533664289,-131.3605336642886,17.980154359292584,-8.080154359292584,-0.44939293611328546,837.4353596003907,-46.61089537142516,-0.05565909635540951,12.0,0.0,0.0,1701.6239516754576,-847.4939516754577,-0.49805008376909354,2623.479793670493,-1507.479793670493,-0.5746107888109129,5,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
44588,1.0,601804,12,17.9,1131667200,1140825600,1041379200,7.0,3.0,2384.43,A3,824.6916745761357,-9158400,90288000,200511,11,11,4,200602,2,25,5,200301,1,1,2,2.434406275358399,10.899952460608375,0.6449634839058696,0.42857142857142855,0.1457138095767137,1.5884500720844588,2.887797071738714,0.023866666666666665,1933200.0,"(999.999, 9000.0]_(17.5, 31.3]","(2788.0, 16400.0]_(17.5, 31.3]",161100.0,476.1904761904762,8175.3083254238645,10.899952460608375,108000,21459870.0,6615.57,3.7729046754673163,5304.0,14761.980974912827,0.021678794338321098,214.79999999999998,5.899999999999999,1.376923076923077,42681.29699999999,0.007503888187873884,66158.4,0.004841763592101703,9896.30009491363,63.43782112124121,1966419.5696095752,-1559.7383254238641,0.3457203416474748,3048060.4292333974,-2871.3083254238645,0.22307050975821902,28613.159999999996,0.005030539567289756,0.0032458750338111983,-1311.5700000000002,9112.063525452251,-112.06352545225127,17.910961821623893,-0.010961821623894252,-0.0006120174747209863,-10.69506810317489,-0.012802535109514573,0.0,675.5592511569203,0.39532495457264966,1066.5055216659657,0.4055933680232218,11116.625039025914,-2116.625039025914,-0.19040176596721675,15.393974399000937,2.5060256009990614,0.16279263145726042,198.59552240432333,0.31719652279515215,-14.041835778957228,-4809.761617233844,-0.6685617888897976,-11209.847404627892,-0.7520436175368007,9131.360533664289,-131.3605336642886,17.980154359292584,-0.0801543592925853,-0.0044579349927082,837.4353596003907,-12.743685024255,-0.015217514854323873,12.0,0.0,0.0,1701.6239516754576,682.8060483245422,0.4012672997769195,2623.479793670493,1072.520206329507,0.4088158822176217,4,60,11337.740035865387,171.78393993735435,118.12055527668612,66.0,37.13347144628458,532.1226458252577,66.0,1.0,0.0,0,1
26449,6.0,101026,36,9.9,1143938776,1143936474,419388738,22.0,13.0,29564.0,A4,494.58096253397537,2302,724550038,200604,4,2,6,200604,4,2,6,198304,4,17,6,0.2402153330933788,30.97374830847675,0.46265316661711087,0.5909090909090909,2.2367272490391503,69.28434019021874,59.655237458749625,0.02321824104234528,5470740.0,"(11000.0, 33050.0]_(5.249, 11.45]","(16400.0, 6780700.0]_(5.249, 11.45]",151965.0,1408.2568807339449,14855.419037466025,30.97374830847675,552600,453807400.0,-14214.0,0.5191949940808388,-48550.0,4896.351529086356,0.019976554283642988,356.40000000000003,-26.1,0.26756756756756755,292683.60000000003,0.00033485540334855405,632610.0,0.00015492715293970362,17804.914651223113,13.367053041458794,14621791.576354448,-29069.419037466025,0.016728596737154586,31603723.505921025,-63405.419037466025,0.007739800042784547,1064304.0,0.0012176560121765602,0.0005633714652352859,-34336.0,14909.64738018376,440.3526198162399,12.281859945368762,-2.3818599453687614,-0.19393316288929935,41.44610801493934,0.09146528368233967,-5.4472311894710685,14797.572883039484,1.0021092283077193,32145.288677830544,1.0122998238497103,11267.917586460633,4082.082413539367,0.3622747843349811,15.966685062545988,-6.066685062545988,-0.3799589607223465,-177.4837577067642,-0.26408730046592527,11.788079470198674,23113.503767476086,3.583213280698617,50394.55141909326,3.7314237374046417,13709.09090909091,1640.90909090909,12.70612648221344,-2.8061264822134397,-0.22084830385889606,411.5509567939277,83.03000574004767,0.2017490285695595,42.22924901185771,-6.229249011857711,-0.14751029576937483,13775.388669301712,15788.611330698288,1.1461463418366566,28052.17965653897,35847.82034346103,1.2778978597160415,5,10,79785.5,1063.8066666666666,2250.5117813476745,75.0,2.73,9222.27,69.0,0.92,0.9124315491502288,1,0
22477,0.0,601602,12,25.65,1158364800,1130544000,1095379200,4.0,2.0,1533.54,A4,762.8792835934436,27820800,62985600,200609,9,16,5,200510,10,29,5,200409,9,17,4,2.4992189940643548,10.47285896060222,0.4790815370196813,0.5,0.20828146481689788,2.181575067935647,2.0075685163052412,0.038474999999999995,2462400.0,"(999.999, 9000.0]_(17.5, 31.3]","(2788.0, 16400.0]_(17.5, 31.3]",205200.0,300.187617260788,7237.120716406556,10.47285896060222,96000,12268320.0,6466.46,5.213288672827036,4800.0,19567.85362417183,0.03357860404243087,307.79999999999995,13.649999999999999,1.973076923076923,39335.301,0.016715106807251683,82080.0,0.008013120899718838,9154.551403121322,58.68302181488028,1169905.8965618894,-770.6607164065564,0.49713874098651295,2441213.7074990193,-2437.1207164065563,0.23832529946686773,18402.48,0.007819933009240554,0.0037488284910965324,-1666.46,9112.063525452251,-1112.0635254522513,17.910961821623893,7.739038178376106,0.4320838967471177,-72.50745908586703,-0.08679507990911617,0.0,-175.33074884307962,-0.10260035696776955,570.5055216659657,0.21696395499846047,11629.972183588317,-3629.9721835883174,-0.31212217245977314,15.004061196105702,10.645938803894296,0.7095371489592062,155.40825042748236,0.25582824849695307,-15.888734353268429,-6381.056954102921,-0.8062390278503047,-13215.314349525404,-0.8050600840249814,9131.360533664289,-1131.3605336642886,17.980154359292584,7.669845640707415,0.4265728473428511,837.4353596003907,-74.55607600694714,-0.08902905179753094,12.0,0.0,0.0,1701.6239516754576,-168.08395167545768,-0.09877855298754958,2623.479793670493,576.5202063295069,0.2197540105780275,5,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
43374,10.0,181227,36,6.7,1146530965,1146528466,440469495,33.0,16.0,31337.0,A1,537.9520494920117,2499,706061470,200605,5,2,1,200605,5,2,1,198312,12,17,5,0.2747209619943172,32.47042110053129,0.49193890205805246,0.48484848484848486,1.849208616650477,60.048013604371086,58.144319201562794,0.013782857142857144,4221000.0,"(11000.0, 33050.0]_(5.249, 11.45]","(16400.0, 6780700.0]_(5.249, 11.45]",117250.0,2272.7272727272725,16962.04795050799,32.47042110053129,630000,548397500.0,-13837.0,0.5584274682494097,-46200.0,3604.278731596479,0.012431532649917693,241.20000000000002,-29.3,0.1810810810810811,209957.9,0.00021379794498691684,426790.0,0.00010517888259211002,19366.27378171242,14.539244580865182,16857803.37493117,-30799.04795050799,0.017166125773566014,34267545.552641146,-63162.047950507986,0.008444954545329142,1128132.0,0.0011487650775416428,0.0005651402646740239,-32363.0,14909.64738018376,2590.35261981624,12.281859945368762,-5.581859945368762,-0.4544800193291218,84.8171949729757,0.18717870436826564,-5.4472311894710685,16570.572883039484,1.1221788962075159,31945.288677830544,1.0060015458407912,12135.82902683519,5364.17097316481,0.442011086453456,15.252801818068614,-8.552801818068613,-0.5607364417425841,-112.72216825723751,-0.17323902681614678,9.100305086856359,22604.629168793974,2.5886016072535543,45288.084559740586,2.4597160847650783,14146.59090909091,3353.40909090909,12.582023548740416,-5.882023548740416,-0.46749424096645126,435.8429359162352,102.10911357577652,0.23427961121159688,40.73822562979189,-4.738225629791891,-0.11630908211001767,14078.390197152245,17258.609802847757,1.225893696733793,33505.846829536094,30194.153170463906,0.9011607235023571,2,18,101989.48,1499.845294117647,3699.1810075295148,68.0,10.54,14838.67,62.0,0.9117647058823529,0.6887466789524467,1,0
6831,0.0,602708,12,25.35,1179619200,1156723200,1087516800,3.0,2.0,1678.97,B2,856.9271673259485,22896000,92102400,200705,5,20,6,200608,8,28,0,200406,6,18,4,4.166666666666667,10.490400983631131,0.7773009259259259,0.6666666666666666,0.05333074102877458,0.5595230204636057,1.9570076154985734,0.033800000000000004,2737800.0,"(999.999, 9000.0]_(17.5, 31.3]","(101.999, 2788.0]_(17.5, 31.3]",228150.0,341.5559772296015,8143.072832674052,10.490400983631131,108000,15110730.0,7321.03,5.357238522116466,6841.0,21723.103691712797,0.02954796277056102,304.20000000000005,13.350000000000001,1.9500000000000002,42561.889500000005,0.015089555170628047,54730.65,0.011736111111111112,10283.126007911382,65.91747440968835,1438755.0061252478,-822.0428326740515,0.5100848034940794,1850105.7542567228,-1302.0728326740514,0.39672554042867986,20147.64,0.007142984696155289,0.005555555555555556,-480.03,9112.063525452251,-112.06352545225127,17.910961821623893,7.439038178376109,0.4153343774869177,21.540424646637916,0.02578497305038857,0.0,-29.900748843079555,-0.017497372965932397,-470.4944783340343,-0.1789296316119762,11629.972183588317,-2629.9721835883174,-0.2261374440172448,15.004061196105702,10.345938803894299,0.6895425624216718,249.4561341599873,0.4106469618146152,-15.888734353268429,-6235.6269541029205,-0.7878641186991052,-14256.314349525404,-0.8684764754406046,9131.360533664289,-131.3605336642886,17.980154359292584,7.3698456407074175,0.40988778480082966,837.4353596003907,19.491807725557805,0.023275596739620538,12.0,0.0,0.0,1701.6239516754576,-22.65395167545762,-0.013313136344344485,2623.479793670493,-464.4797936704931,-0.17704721598813708,9,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
47808,9.0,191305,60,30.15,1209688696,1209686793,698285592,22.0,15.0,28579.0,D3,678.1128753059558,1903,511403104,200805,5,2,4,200805,5,2,4,199202,2,17,0,0.5414367503432553,30.775443611762,0.7403694204813347,0.6818181818181818,0.4794507439835415,14.756015331744832,42.082842247873025,0.08655502392344498,37808100.0,"(11000.0, 33050.0]_(17.5, 31.3]","(16400.0, 6780700.0]_(17.5, 31.3]",630135.0,670.9470304975923,20221.887124694043,30.775443611762,1254000,597301100.0,-7679.0,0.7312806158152554,-17700.0,20445.103190474565,0.044396154301178194,1809.0,-29.85,0.4942622950819672,861656.85,0.0010549335199440167,1163790.0,0.0007810678479832128,40686.77251835734,11.116604513212389,19379787.86336891,-27900.887124694043,0.02372683258593267,26175156.98680989,-37921.88712469405,0.017567235960362575,1714740.0,0.002099370188943317,0.0015543638765835083,-10021.0,14137.877614252517,6762.122385747483,12.546214175058095,17.6037858249419,1.4031153604836646,249.73959192539428,0.5829952558071385,18.446165762974438,14843.078621223858,1.0806030561705473,9080.24523160763,0.30759893850236536,10858.280381254965,10041.719618745035,0.9247983351102641,16.241163621922162,13.908836378077837,0.8563940799970654,-18.56840317388412,-0.026652651287544887,37.84908657664813,22369.180635424942,3.6022272665503974,25505.19992035046,1.9477349608405063,15004.768786127168,5895.231213872832,12.826878612716763,17.323121387283237,1.3505328856943286,452.0104656674547,226.10240963850106,0.500214987953056,42.346820809248555,17.653179190751445,0.4168714168714169,15687.966763005781,12891.033236994219,0.821714721336159,31135.89001447178,7464.109985528219,0.239726886948115,22,19,98224.74,953.6382524271845,2485.3289541759946,103.0,0.92,11389.0,97.0,0.941747572815534,0.0,1,0
20781,9.0,601507,12,27.6,1153094400,1159833600,1038441600,2.0,1.0,691.87,B1,674.1727649374914,-6739200,114652800,200607,7,17,0,200610,10,3,1,200211,11,28,3,6.529850746268656,10.367716773421796,0.6454011194029851,0.5,0.05415369232966719,0.5615303514724864,1.0247303148610483,0.04731428571428572,2318400.0,"(999.999, 9000.0]_(17.5, 31.3]","(101.999, 2788.0]_(17.5, 31.3]",193200.0,244.75524475524475,6325.827235062508,10.367716773421796,84000,4843090.0,6308.13,10.10290530691183,5929.0,18607.168312274764,0.04087842613520594,331.20000000000005,15.600000000000001,2.123076923076923,19095.612,0.039834312352966646,29559.600000000002,0.02574626865671642,8090.073179249896,51.859443456730105,466439.9108773022,-17.69723506250864,0.9730148006660576,722039.0312480533,-396.82723506250863,0.6288925046058688,8302.44,0.01731926624042028,0.011194029850746268,-379.13,9371.924746743849,-2371.924746743849,18.251429088277856,9.348570911722145,0.5122103516664538,-186.39312663208796,-0.2165936722080944,0.0,-1135.4868270622287,-0.621382102414944,-1756.6049204052097,-0.6212342140618002,10858.280381254965,-3858.2803812549646,-0.3553307011592417,16.241163621922162,11.35883637807784,0.6993856254699506,-22.50851354234851,-0.03230819348477705,-10.150913423351867,-5517.94936457506,-0.8885845208401896,-12023.800079649542,-0.9182118097652803,9131.360533664289,-2131.3605336642886,17.980154359292584,9.619845640707418,0.535025753865992,837.4353596003907,-163.26259466289935,-0.19495545870048447,12.0,0.0,0.0,1701.6239516754576,-1009.7539516754576,-0.5934060523074037,2623.479793670493,-1552.479793670493,-0.5917635795846664,8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
